,num_passengers,sales_channel,length_of_stay,trip_type,booking_origin,purchase_to_travel,flight_day,flight_duration,flight_hour
20618,2,Mobile,6,RoundTrip,China,79,Thu,4.72,7
20619,2,Internet,6,RoundTrip,China,39,Fri,4.72,15
20620,3,Internet,6,RoundTrip,China,428,Sat,4.72,3
20621,2,Internet,6,RoundTrip,China,223,Sun,4.72,8
20622,2,Internet,6,RoundTrip,China,28,Tue,4.72,6
20623,2,Internet,6,RoundTrip,China,28,Tue,4.72,12
20624,4,Internet,6,RoundTrip,China,29,Sun,4.72,15
20625,2,Mobile,6,RoundTrip,China,69,Sun,4.72,6
20626,2,Internet,6,RoundTrip,China,45,Mon,4.72,8
20627,2,Mobile,6,RoundTrip,China,44,Tue,4.72,9
20628,2,Mobile,6,RoundTrip,China,14,Thu,4.72,16
20630,2,Internet,6,RoundTrip,China,163,Wed,4.72,13
20631,2,Mobile,6,RoundTrip,China,44,Mon,4.72,2
20632,5,Internet,6,RoundTrip,China,55,Sun,4.72,3
20633,2,Internet,6,RoundTrip,China,29,Fri,4.72,14
20634,3,Internet,6,RoundTrip,China,83,Wed,4.72,5
20635,1,Internet,6,RoundTrip,China,12,Sun,4.72,19
20636,3,Internet,6,RoundTrip,China,17,Thu,4.72,16
20637,2,Internet,6,RoundTrip,China,50,Fri,4.72,16
20638,2,Internet,6,RoundTrip,China,38,Sat,4.72,13
20639,2,Internet,6,RoundTrip,China,18,Tue,4.72,14
20640,1,Internet,6,RoundTrip,China,71,Tue,4.72,14
20641,2,Internet,6,RoundTrip,China,90,Sun,4.72,13
20642,2,Mobile,6,RoundTrip,China,55,Mon,4.72,14
20643,6,Internet,6,RoundTrip,China,46,Fri,4.72,15
20644,2,Internet,6,RoundTrip,China,207,Mon,4.72,1
20645,3,Internet,6,RoundTrip,China,42,Thu,4.72,9
20646,9,Internet,6,RoundTrip,China,63,Thu,4.72,7
20647,5,Internet,6,RoundTrip,China,36,Wed,4.72,9
20648,1,Internet,6,RoundTrip,China,62,Fri,4.72,3
20649,1,Internet,6,RoundTrip,China,40,Mon,4.72,2
20650,1,Internet,6,RoundTrip,China,93,Sun,4.72,9
20651,5,Mobile,6,RoundTrip,China,34,Sun,4.72,7
20652,2,Internet,6,RoundTrip,China,66,Wed,4.72,3
20653,1,Internet,6,RoundTrip,China,35,Tue,4.72,9
20656,8,Internet,6,RoundTrip,China,27,Mon,4.72,15
20657,2,Internet,6,RoundTrip,China,9,Thu,4.72,13
20658,1,Internet,6,RoundTrip,China,22,Tue,8.83,3
20659,1,Internet,6,RoundTrip,China,18,Tue,8.83,10
20660,3,Internet,6,RoundTrip,China,66,Fri,4.72,14
20661,2,Internet,6,RoundTrip,China,98,Tue,4.72,10
20662,2,Mobile,6,RoundTrip,China,319,Sun,4.72,15
20663,4,Internet,6,RoundTrip,China,20,Wed,4.72,14
20664,1,Mobile,6,RoundTrip,China,19,Wed,7.42,5
20665,1,Internet,6,RoundTrip,China,96,Wed,7.42,9
20666,2,Internet,6,RoundTrip,China,190,Sun,7.42,15
20667,2,Internet,6,RoundTrip,China,92,Sun,7.42,8
20668,1,Internet,6,RoundTrip,China,12,Tue,4.72,8
20669,1,Internet,6,RoundTrip,China,63,Sat,4.72,2
20670,2,Internet,6,RoundTrip,China,20,Thu,4.72,15
20671,1,Internet,6,RoundTrip,China,23,Thu,4.72,13
20672,1,Mobile,6,RoundTrip,China,45,Thu,4.72,12
20673,1,Internet,6,RoundTrip,China,23,Thu,4.72,12
20674,3,Mobile,6,RoundTrip,China,45,Thu,4.72,12
20675,2,Internet,6,RoundTrip,China,11,Sat,4.72,4
20676,2,Internet,6,RoundTrip,China,261,Mon,4.72,7
20677,2,Internet,6,RoundTrip,China,45,Tue,4.72,9
20678,1,Mobile,6,RoundTrip,China,6,Tue,8.58,6
20679,2,Internet,6,RoundTrip,China,7,Wed,4.72,10
20680,3,Internet,6,RoundTrip,China,40,Fri,4.72,6
20681,7,Internet,6,RoundTrip,China,288,Mon,4.72,1
20682,2,Internet,6,RoundTrip,China,46,Sat,4.72,10
20683,1,Mobile,6,RoundTrip,China,51,Sun,4.72,15
20684,1,Mobile,6,RoundTrip,China,33,Sat,4.72,6
20685,3,Internet,6,RoundTrip,China,237,Mon,4.72,11
20686,1,Internet,6,RoundTrip,China,38,Sun,4.72,13
20687,1,Internet,6,RoundTrip,China,123,Sat,4.72,12
20688,1,Internet,6,RoundTrip,China,53,Fri,4.72,5
20689,2,Internet,6,RoundTrip,China,63,Sat,4.72,3
20690,1,Mobile,6,RoundTrip,China,15,Wed,4.72,4
20691,4,Mobile,6,RoundTrip,China,11,Tue,4.72,6
20692,2,Internet,6,RoundTrip,China,22,Fri,4.72,14
20693,2,Internet,6,RoundTrip,China,149,Mon,4.72,13
20694,2,Mobile,6,RoundTrip,China,42,Sat,4.72,16
20695,2,Internet,6,RoundTrip,China,16,Fri,4.72,7
20697,2,Internet,6,RoundTrip,China,9,Tue,4.72,7
20698,1,Internet,6,RoundTrip,China,68,Thu,4.72,4
20699,1,Internet,6,RoundTrip,China,26,Thu,4.72,13
20700,2,Internet,6,RoundTrip,China,402,Thu,4.72,2
20701,2,Internet,6,RoundTrip,China,84,Wed,4.72,5
20702,1,Mobile,6,RoundTrip,China,5,Fri,4.72,3
20703,1,Internet,6,RoundTrip,China,50,Tue,4.72,14
20704,1,Internet,6,RoundTrip,China,12,Mon,4.72,4
20705,5,Internet,6,RoundTrip,China,46,Tue,4.72,11
20706,1,Internet,6,RoundTrip,China,245,Mon,5.07,8
20707,2,Internet,6,RoundTrip,China,118,Tue,5.07,5
20708,3,Internet,6,RoundTrip,China,30,Fri,6.42,2
20709,1,Internet,6,RoundTrip,China,175,Mon,6.42,15
20710,1,Internet,6,RoundTrip,China,87,Tue,6.42,1
20711,2,Internet,6,RoundTrip,China,23,Tue,6.42,11
20712,2,Internet,6,RoundTrip,China,3,Thu,6.42,6
20713,1,Internet,6,RoundTrip,China,121,Mon,6.42,7
20714,3,Internet,6,RoundTrip,China,87,Tue,6.42,1
20715,9,Internet,6,RoundTrip,China,141,Tue,6.42,6
20716,1,Internet,6,RoundTrip,China,95,Sat,5.33,12
20717,2,Mobile,6,RoundTrip,China,16,Sat,5.33,11
20718,2,Internet,6,RoundTrip,China,41,Sat,5.33,14
20719,1,Mobile,6,RoundTrip,China,255,Thu,5.33,6
20720,2,Mobile,6,RoundTrip,China,248,Thu,5.33,11
20721,1,Internet,6,RoundTrip,China,24,Tue,5.07,16
20722,3,Internet,6,RoundTrip,China,47,Mon,5.07,6
20723,1,Internet,6,RoundTrip,China,200,Tue,5.07,15
20724,1,Internet,6,RoundTrip,China,202,Sun,5.07,16
20725,3,Internet,6,RoundTrip,China,69,Sun,5.07,3
20726,2,Internet,6,RoundTrip,China,89,Mon,5.07,8
20727,2,Internet,6,RoundTrip,China,114,Sat,5.07,4
20728,2,Internet,6,RoundTrip,China,28,Mon,5.07,12
20729,4,Internet,6,RoundTrip,China,331,Thu,5.07,14
20730,2,Internet,6,RoundTrip,China,160,Sun,5.07,17
20731,3,Internet,6,RoundTrip,China,53,Mon,5.07,3
20732,2,Internet,6,RoundTrip,China,65,Mon,5.07,10
20733,3,Mobile,6,RoundTrip,China,39,Sat,5.07,10
20734,2,Internet,6,RoundTrip,China,116,Sat,5.07,19
20735,2,Mobile,6,RoundTrip,China,87,Fri,5.07,5
20736,3,Mobile,6,RoundTrip,China,23,Thu,5.07,5
20737,2,Internet,6,RoundTrip,China,22,Fri,5.07,13
20738,2,Internet,6,RoundTrip,China,199,Wed,5.07,12
20739,2,Mobile,6,RoundTrip,China,259,Sat,5.07,15
20740,1,Mobile,6,RoundTrip,China,44,Thu,5.07,5
20741,2,Internet,6,RoundTrip,China,113,Thu,5.07,1
20742,2,Internet,6,RoundTrip,China,34,Sat,5.07,4
20743,4,Internet,6,RoundTrip,China,231,Mon,5.07,11
20744,1,Internet,6,RoundTrip,China,212,Mon,5.07,2
20745,1,Mobile,6,RoundTrip,China,250,Mon,5.07,11
20746,3,Internet,6,RoundTrip,China,44,Mon,5.07,3
20747,1,Internet,6,RoundTrip,China,26,Mon,5.07,3
20748,3,Internet,6,RoundTrip,China,377,Sun,5.07,14
20749,4,Internet,6,RoundTrip,China,66,Wed,5.07,7
20750,1,Internet,6,RoundTrip,China,114,Sat,5.07,4
20751,1,Internet,6,RoundTrip,China,231,Mon,5.07,11
20752,3,Internet,6,RoundTrip,China,196,Fri,5.07,13
20753,2,Internet,6,RoundTrip,China,101,Sun,5.07,3
20754,2,Internet,6,RoundTrip,China,31,Wed,5.07,14
20755,2,Internet,6,RoundTrip,China,63,Sat,5.07,16
20756,3,Mobile,6,RoundTrip,China,34,Thu,5.07,4
20757,6,Internet,6,RoundTrip,China,33,Wed,5.07,9
20758,5,Mobile,6,RoundTrip,China,29,Tue,5.07,4
20759,6,Internet,6,RoundTrip,China,81,Mon,5.07,4
20760,8,Internet,6,RoundTrip,China,229,Mon,5.07,13
20761,1,Internet,6,RoundTrip,China,12,Mon,5.07,15
20762,5,Internet,6,RoundTrip,China,74,Sat,5.07,3
20763,2,Internet,6,RoundTrip,China,121,Mon,5.07,6
20764,1,Internet,6,RoundTrip,China,83,Thu,5.07,2
20765,1,Internet,6,RoundTrip,China,62,Sun,5.07,1
20766,2,Internet,6,RoundTrip,China,38,Tue,5.07,12
20767,2,Internet,6,RoundTrip,China,13,Thu,5.07,15
20768,4,Internet,6,RoundTrip,China,387,Mon,5.07,8
20769,3,Internet,6,RoundTrip,China,166,Wed,5.07,22
20770,1,Internet,6,RoundTrip,China,24,Tue,5.07,15
20771,4,Internet,6,RoundTrip,China,337,Tue,5.07,13
20772,1,Internet,6,RoundTrip,China,228,Tue,5.07,2
20773,2,Internet,6,RoundTrip,China,73,Wed,5.07,2
20774,5,Internet,6,RoundTrip,China,49,Mon,5.07,3
20775,4,Internet,6,RoundTrip,China,45,Tue,5.07,5
20776,1,Internet,6,RoundTrip,China,114,Wed,5.07,11
20777,2,Mobile,6,RoundTrip,China,68,Mon,5.07,13
20778,2,Mobile,6,RoundTrip,China,337,Thu,5.07,11
20779,2,Internet,6,RoundTrip,China,229,Mon,5.07,13
20780,4,Mobile,6,RoundTrip,China,50,Sun,5.07,13
20781,2,Internet,6,RoundTrip,China,342,Tue,5.07,10
20782,2,Internet,6,RoundTrip,China,126,Sat,5.07,11
20783,5,Internet,6,RoundTrip,China,109,Sat,5.07,9
20784,2,Internet,6,RoundTrip,China,120,Tue,5.07,14
20785,2,Internet,6,RoundTrip,China,75,Mon,5.07,6
20786,2,Internet,6,RoundTrip,China,228,Tue,5.07,2
20787,1,Internet,6,RoundTrip,China,212,Mon,5.07,1
20788,2,Internet,6,RoundTrip,China,413,Sat,6.62,16
20789,2,Internet,6,RoundTrip,China,68,Mon,6.42,12
20790,2,Internet,6,RoundTrip,China,206,Sun,6.42,17
20791,3,Internet,6,RoundTrip,China,46,Mon,6.42,16
20792,3,Internet,6,RoundTrip,China,19,Sat,6.42,4
20793,2,Internet,6,RoundTrip,China,102,Wed,6.42,7
20794,5,Internet,6,RoundTrip,China,115,Thu,6.42,1
20795,2,Internet,6,RoundTrip,China,38,Mon,6.42,11
20796,6,Internet,6,RoundTrip,China,46,Fri,6.42,6
20797,1,Internet,6,RoundTrip,China,237,Tue,6.42,9
20798,1,Internet,6,RoundTrip,China,95,Fri,6.42,12
20799,4,Internet,6,RoundTrip,China,179,Wed,6.42,10
20800,2,Mobile,6,RoundTrip,China,18,Wed,6.42,6
20801,2,Internet,6,RoundTrip,China,36,Sat,6.42,7
20802,2,Mobile,6,RoundTrip,China,66,Tue,6.42,4
20803,2,Internet,6,RoundTrip,China,10,Tue,6.42,16
20804,2,Internet,6,RoundTrip,China,28,Sat,6.42,3
20805,3,Mobile,6,RoundTrip,China,86,Wed,6.42,14
20806,2,Internet,6,RoundTrip,China,72,Thu,6.42,13
20807,1,Mobile,6,RoundTrip,China,58,Fri,6.42,12
20808,3,Internet,6,RoundTrip,China,112,Wed,6.42,12
20809,2,Internet,6,RoundTrip,China,169,Thu,6.42,14
20810,1,Mobile,6,RoundTrip,China,67,Wed,6.42,14
20811,1,Internet,6,RoundTrip,China,124,Thu,6.42,6
20812,2,Internet,6,RoundTrip,China,75,Mon,6.42,13
20813,2,Internet,6,RoundTrip,China,46,Mon,6.42,9
20814,3,Internet,6,RoundTrip,China,13,Sun,6.42,8
20815,4,Internet,6,RoundTrip,China,80,Tue,6.42,5
20816,1,Internet,6,RoundTrip,China,57,Sun,6.42,5
20817,2,Internet,6,RoundTrip,China,222,Mon,6.42,11
20818,2,Internet,6,RoundTrip,China,54,Mon,6.42,7
20819,2,Mobile,6,RoundTrip,China,87,Sun,6.42,8
20820,2,Internet,6,RoundTrip,China,38,Wed,6.42,16
20821,2,Internet,6,RoundTrip,China,95,Tue,6.42,11
20822,2,Mobile,6,RoundTrip,China,73,Mon,6.42,3
20823,1,Internet,6,RoundTrip,China,97,Thu,6.42,6
20824,2,Internet,6,RoundTrip,China,43,Mon,6.42,14
20825,3,Internet,6,RoundTrip,China,121,Tue,6.42,7
20826,1,Internet,6,RoundTrip,China,17,Thu,6.42,13
20827,2,Internet,6,RoundTrip,China,88,Thu,6.42,15
20828,6,Mobile,6,RoundTrip,China,87,Thu,6.42,3
20829,3,Internet,6,RoundTrip,China,66,Sat,6.42,12
20830,2,Internet,6,RoundTrip,China,156,Tue,6.42,5
20831,2,Mobile,6,RoundTrip,China,243,Tue,6.42,13
20832,1,Internet,6,RoundTrip,China,165,Wed,6.42,3
20833,4,Internet,6,RoundTrip,China,110,Sun,6.42,3
20834,7,Internet,6,RoundTrip,China,25,Wed,6.42,3
20836,1,Internet,6,RoundTrip,China,27,Thu,6.42,14
20837,2,Internet,6,RoundTrip,China,22,Thu,6.42,8
20838,2,Mobile,6,RoundTrip,China,46,Fri,6.42,11
20839,1,Internet,6,RoundTrip,China,28,Wed,6.42,19
20840,3,Mobile,6,RoundTrip,China,15,Thu,6.42,6
20841,2,Internet,6,RoundTrip,China,57,Sat,6.42,4
20842,1,Internet,6,RoundTrip,China,19,Thu,6.42,9
20843,1,Internet,6,RoundTrip,China,17,Mon,6.42,0
20844,2,Internet,6,RoundTrip,China,3,Mon,6.42,14
20845,3,Internet,6,RoundTrip,China,79,Fri,6.42,3
20846,3,Internet,6,RoundTrip,China,160,Fri,6.42,13
20847,3,Internet,6,RoundTrip,China,249,Mon,6.42,0
20848,4,Internet,6,RoundTrip,China,93,Thu,6.42,8
20849,1,Internet,6,RoundTrip,China,69,Wed,6.42,21
20850,3,Internet,6,RoundTrip,China,74,Wed,6.42,17
20851,2,Internet,6,RoundTrip,China,51,Thu,6.42,7
20852,2,Internet,6,RoundTrip,China,118,Wed,6.42,3
20853,2,Internet,6,RoundTrip,China,5,Sun,6.42,3
20854,1,Internet,6,RoundTrip,China,21,Fri,6.42,2
20855,2,Internet,6,RoundTrip,China,71,Fri,6.42,1
20856,1,Internet,6,RoundTrip,China,179,Mon,6.42,4
20857,1,Internet,6,RoundTrip,China,70,Fri,6.42,6
20858,2,Internet,6,RoundTrip,China,102,Mon,6.42,17
20859,2,Mobile,6,CircleTrip,China,55,Tue,6.42,13
20860,1,Internet,6,RoundTrip,China,42,Thu,6.42,16
20861,2,Internet,6,RoundTrip,China,100,Thu,6.42,8
20862,1,Internet,6,RoundTrip,China,33,Thu,6.42,3
20863,1,Internet,6,RoundTrip,China,12,Mon,6.42,3
20864,2,Internet,6,RoundTrip,China,37,Wed,6.42,11
20865,1,Internet,6,RoundTrip,China,14,Thu,6.42,4
20866,1,Internet,6,RoundTrip,China,50,Mon,6.42,14
20867,2,Internet,6,RoundTrip,China,30,Sun,6.42,4
20868,2,Internet,6,RoundTrip,China,15,Fri,6.42,10
20869,1,Internet,6,RoundTrip,China,151,Fri,6.42,10
20870,2,Mobile,6,RoundTrip,China,45,Fri,6.42,16
20871,1,Internet,6,RoundTrip,China,88,Mon,6.42,12
20872,2,Internet,6,RoundTrip,China,11,Mon,6.42,11
20873,3,Internet,6,RoundTrip,China,62,Sun,6.42,2
20874,2,Internet,6,RoundTrip,China,346,Sun,6.42,6
20875,2,Internet,6,RoundTrip,China,35,Thu,6.42,14
20876,5,Internet,6,RoundTrip,China,264,Mon,6.42,7
20878,1,Mobile,6,RoundTrip,China,62,Fri,6.42,12
20879,4,Internet,6,RoundTrip,China,74,Sun,6.42,13
20880,6,Internet,6,RoundTrip,China,47,Wed,6.42,11
20881,1,Internet,6,RoundTrip,China,154,Wed,6.42,13
20882,1,Mobile,6,RoundTrip,China,111,Wed,6.42,14
20883,2,Internet,6,RoundTrip,China,97,Mon,6.42,12
20884,1,Internet,6,RoundTrip,China,31,Tue,6.42,15
20885,2,Internet,6,RoundTrip,China,18,Wed,6.42,11
20886,2,Internet,6,RoundTrip,China,175,Wed,6.42,2
20887,2,Mobile,6,RoundTrip,China,2,Wed,5.33,13
20888,5,Internet,6,RoundTrip,China,40,Sun,5.33,3
20889,8,Mobile,6,RoundTrip,China,98,Mon,5.33,15
20890,2,Internet,6,RoundTrip,China,80,Sun,5.33,5
20891,2,Mobile,6,RoundTrip,China,99,Tue,5.33,10
20892,2,Internet,6,RoundTrip,China,39,Sun,5.33,13
20893,2,Internet,6,RoundTrip,China,130,Mon,5.33,5
20894,2,Internet,6,RoundTrip,China,359,Mon,5.33,8
20895,2,Internet,6,RoundTrip,China,125,Sat,5.33,23
20896,2,Internet,6,RoundTrip,China,98,Thu,5.33,13
20897,2,Mobile,6,RoundTrip,China,230,Mon,5.33,22
20898,1,Mobile,6,RoundTrip,China,21,Fri,5.33,1
20899,2,Internet,6,RoundTrip,China,66,Sat,5.33,13
20900,1,Internet,6,RoundTrip,China,308,Fri,5.33,7
20901,1,Internet,6,RoundTrip,China,55,Thu,5.33,4
20902,3,Mobile,6,RoundTrip,China,29,Mon,5.33,13
20903,4,Internet,6,RoundTrip,China,57,Fri,5.33,4
20904,3,Internet,6,RoundTrip,China,216,Wed,5.33,1
20905,1,Mobile,6,RoundTrip,China,10,Thu,5.33,11
20906,2,Internet,6,RoundTrip,China,177,Wed,5.33,23
20907,2,Internet,6,RoundTrip,China,36,Mon,5.33,9
20908,3,Internet,6,RoundTrip,China,89,Thu,5.33,5
20909,2,Internet,6,RoundTrip,China,40,Sun,5.33,8
20910,3,Internet,6,RoundTrip,China,282,Thu,5.33,15
20911,3,Internet,6,RoundTrip,China,53,Fri,5.33,6
20912,2,Internet,6,RoundTrip,China,278,Mon,5.33,13
20913,2,Internet,6,RoundTrip,China,55,Sun,5.33,13
20914,1,Internet,6,RoundTrip,China,6,Tue,5.33,6
20915,6,Internet,6,RoundTrip,China,255,Sat,5.33,8
20916,1,Internet,6,RoundTrip,China,160,Fri,5.33,11
20917,4,Internet,6,RoundTrip,China,103,Sat,5.33,15
20918,1,Internet,6,RoundTrip,China,70,Wed,5.33,7
20919,2,Internet,6,RoundTrip,China,55,Mon,5.33,9
20920,5,Internet,6,RoundTrip,China,162,Mon,5.33,14
20921,6,Internet,6,RoundTrip,China,83,Sat,5.33,16
20922,1,Internet,6,RoundTrip,China,47,Tue,5.33,7
20923,1,Internet,6,RoundTrip,China,105,Wed,5.33,12
20924,2,Internet,6,RoundTrip,China,38,Wed,5.33,13
20925,2,Internet,6,RoundTrip,China,64,Fri,5.33,1
20926,3,Internet,6,RoundTrip,China,52,Tue,5.33,16
20927,2,Internet,6,RoundTrip,China,75,Sun,5.33,15
20928,6,Internet,6,RoundTrip,China,67,Tue,5.33,8
20929,3,Internet,6,RoundTrip,China,36,Fri,5.33,6
20930,4,Internet,6,RoundTrip,China,44,Sun,5.33,8
20931,1,Internet,6,RoundTrip,China,107,Thu,5.33,4
20932,2,Internet,6,RoundTrip,China,121,Tue,5.33,2
20933,2,Internet,6,RoundTrip,China,179,Wed,5.33,6
20934,2,Internet,6,RoundTrip,China,78,Sat,5.33,9
20935,4,Internet,6,RoundTrip,China,119,Thu,5.33,7
20936,1,Internet,6,RoundTrip,China,27,Thu,5.33,16
20937,1,Internet,6,RoundTrip,China,36,Wed,5.33,3
20938,2,Mobile,6,RoundTrip,China,29,Thu,5.33,6
20939,2,Internet,6,RoundTrip,China,59,Thu,5.33,16
20940,1,Internet,6,RoundTrip,China,172,Thu,5.33,14
20941,3,Internet,6,RoundTrip,China,187,Tue,5.33,13
20942,2,Internet,6,RoundTrip,China,85,Mon,5.33,14
20943,4,Internet,6,RoundTrip,China,76,Sun,5.33,16
20944,1,Mobile,6,RoundTrip,China,63,Fri,5.33,16
20945,1,Internet,6,RoundTrip,China,216,Wed,5.33,0
20946,2,Mobile,6,RoundTrip,China,14,Sat,5.33,7
20947,2,Internet,6,RoundTrip,China,27,Tue,5.33,11
20948,6,Internet,6,RoundTrip,China,37,Thu,5.33,6
20949,4,Internet,6,RoundTrip,China,126,Thu,5.33,14
20950,2,Mobile,6,RoundTrip,China,78,Thu,5.33,10
20951,1,Internet,6,RoundTrip,China,216,Wed,5.33,3
20952,2,Internet,6,RoundTrip,China,105,Sat,5.33,14
20953,2,Internet,6,RoundTrip,China,127,Tue,5.33,1
20954,2,Internet,6,RoundTrip,China,66,Wed,5.33,14
20955,1,Internet,6,RoundTrip,China,136,Sat,5.33,0
20957,9,Internet,6,RoundTrip,China,21,Tue,5.33,9
20958,2,Mobile,6,RoundTrip,China,56,Fri,5.33,13
20959,2,Internet,6,RoundTrip,China,66,Fri,5.33,2
20960,4,Mobile,6,RoundTrip,China,114,Mon,5.33,16
20961,2,Mobile,6,RoundTrip,China,39,Tue,5.33,3
20962,2,Internet,6,RoundTrip,China,90,Sat,5.33,10
20963,1,Internet,6,RoundTrip,China,319,Thu,5.33,3
20964,6,Mobile,6,RoundTrip,China,367,Wed,5.33,4
20965,2,Internet,6,RoundTrip,China,204,Thu,5.33,11
20966,2,Internet,6,RoundTrip,China,38,Wed,5.33,16
20967,2,Internet,6,RoundTrip,China,43,Thu,5.33,8
20968,1,Internet,6,RoundTrip,China,48,Thu,5.33,6
20969,2,Internet,6,RoundTrip,China,27,Wed,5.33,11
20970,2,Mobile,6,RoundTrip,China,230,Mon,5.33,14
20971,3,Internet,6,RoundTrip,China,36,Fri,5.33,5
20972,2,Internet,6,RoundTrip,China,128,Sat,5.33,15
20973,4,Internet,6,RoundTrip,China,12,Thu,5.33,3
20974,1,Internet,6,RoundTrip,China,11,Sun,5.33,10
20975,2,Internet,6,RoundTrip,China,40,Fri,5.33,15
20976,4,Internet,6,RoundTrip,China,50,Thu,5.33,13
20977,2,Internet,6,RoundTrip,China,185,Sat,5.33,10
20978,2,Internet,6,RoundTrip,China,216,Wed,5.33,1
20979,2,Internet,6,RoundTrip,China,145,Sat,5.33,5
20980,2,Internet,6,RoundTrip,China,150,Wed,5.33,23
20981,2,Internet,6,RoundTrip,China,82,Thu,5.33,16
20983,7,Internet,6,RoundTrip,China,56,Sat,5.33,2
20984,2,Internet,6,RoundTrip,China,52,Sun,5.33,9
20986,1,Internet,6,RoundTrip,China,75,Sat,5.33,15
20987,3,Mobile,6,RoundTrip,China,107,Sat,5.33,14
20988,3,Internet,6,RoundTrip,China,89,Thu,5.33,4
20989,4,Internet,6,RoundTrip,China,138,Sat,5.33,15
20990,3,Internet,6,RoundTrip,China,110,Thu,5.33,8
20991,4,Internet,6,RoundTrip,China,55,Thu,5.33,13
20992,4,Mobile,6,RoundTrip,China,175,Wed,5.33,12
20993,2,Internet,6,RoundTrip,China,91,Sat,5.33,21
20994,1,Internet,6,RoundTrip,China,68,Wed,5.33,12
20995,4,Internet,6,RoundTrip,China,31,Sun,5.33,4
20996,2,Mobile,6,RoundTrip,China,48,Sun,5.33,4
20999,2,Internet,6,RoundTrip,China,88,Tue,5.33,9
21000,2,Mobile,6,RoundTrip,China,46,Thu,5.33,14
21001,3,Mobile,6,RoundTrip,China,21,Thu,5.33,3
21002,2,Internet,6,RoundTrip,China,50,Thu,5.33,5
21003,8,Mobile,6,RoundTrip,China,52,Wed,5.33,2
21004,2,Internet,6,RoundTrip,China,32,Thu,5.33,12
21005,2,Internet,6,RoundTrip,China,23,Thu,5.33,16
21006,1,Internet,6,RoundTrip,China,20,Sat,5.33,4
21007,1,Internet,6,RoundTrip,China,167,Mon,5.33,14
21008,2,Internet,6,RoundTrip,China,33,Thu,5.33,14
21009,4,Internet,6,OneWay,China,105,Sat,5.33,14
21010,3,Mobile,6,RoundTrip,China,39,Thu,5.33,3
21011,2,Mobile,6,RoundTrip,China,80,Sat,5.33,8
21013,2,Internet,6,RoundTrip,China,60,Mon,5.33,11
21014,2,Internet,6,RoundTrip,China,54,Tue,5.33,22
21015,2,Internet,6,RoundTrip,China,46,Mon,5.33,13
21016,1,Internet,6,RoundTrip,China,42,Tue,5.33,2
21017,3,Internet,6,RoundTrip,China,75,Fri,5.33,8
21018,2,Internet,6,RoundTrip,China,75,Sun,5.33,14
21019,1,Internet,6,RoundTrip,China,36,Fri,5.33,6
21020,3,Internet,6,RoundTrip,China,36,Sat,5.33,17
21021,1,Mobile,6,RoundTrip,China,59,Mon,5.33,13
21022,2,Mobile,6,RoundTrip,China,64,Fri,5.33,16
21023,2,Internet,6,RoundTrip,China,132,Thu,5.33,16
21025,6,Internet,6,RoundTrip,China,56,Thu,5.33,10
21026,2,Mobile,6,RoundTrip,China,28,Wed,5.33,12
21027,2,Internet,6,RoundTrip,China,117,Fri,5.33,4
21028,1,Internet,6,RoundTrip,China,34,Sun,5.33,7
21029,9,Internet,6,RoundTrip,China,161,Thu,5.33,22
21031,1,Internet,6,RoundTrip,China,66,Tue,5.33,3
21032,1,Mobile,6,RoundTrip,China,40,Sun,5.33,7
21033,3,Mobile,6,RoundTrip,China,2,Fri,5.33,15
21034,4,Mobile,6,RoundTrip,China,107,Sat,5.33,13
21035,2,Internet,6,RoundTrip,China,30,Mon,5.33,12
21036,2,Mobile,6,RoundTrip,China,100,Sat,5.33,1
21037,2,Internet,6,RoundTrip,China,361,Mon,5.33,2
21038,2,Internet,6,RoundTrip,China,66,Mon,5.33,10
21039,9,Internet,6,RoundTrip,China,75,Fri,5.33,7
21040,1,Internet,6,RoundTrip,China,34,Sat,5.33,6
21041,1,Mobile,6,RoundTrip,China,63,Tue,5.33,15
21042,1,Internet,6,RoundTrip,China,41,Thu,5.33,4
21043,2,Internet,6,RoundTrip,China,239,Mon,5.33,3
21044,3,Internet,6,RoundTrip,China,263,Sat,5.33,4
21045,2,Internet,6,RoundTrip,China,7,Tue,5.33,10
21048,2,Internet,6,RoundTrip,China,82,Mon,5.33,2
21049,3,Internet,6,RoundTrip,China,73,Tue,5.33,16
21050,5,Internet,6,RoundTrip,China,250,Wed,5.33,6
21051,1,Mobile,6,RoundTrip,China,84,Tue,5.33,1
21052,2,Mobile,6,RoundTrip,China,84,Tue,5.33,0
21053,1,Internet,6,RoundTrip,China,89,Thu,5.33,8
21054,2,Internet,6,RoundTrip,China,171,Wed,5.33,7
21055,3,Internet,6,RoundTrip,China,107,Sun,5.33,16
21056,4,Mobile,6,RoundTrip,China,110,Mon,5.33,8
21057,4,Mobile,6,RoundTrip,China,104,Thu,5.33,6
21059,2,Mobile,6,RoundTrip,China,12,Thu,5.33,15
21060,9,Mobile,6,RoundTrip,China,234,Sat,5.33,23
21061,2,Internet,6,RoundTrip,China,99,Mon,5.33,7
21062,2,Internet,6,RoundTrip,China,106,Mon,5.33,11
21063,2,Mobile,6,RoundTrip,China,46,Sat,5.33,17
21064,2,Internet,6,RoundTrip,China,135,Thu,5.33,5
21065,1,Mobile,6,RoundTrip,China,16,Mon,5.33,14
21066,1,Internet,6,RoundTrip,China,25,Fri,5.33,5
21068,2,Internet,6,RoundTrip,China,177,Sun,5.33,3
