,num_passengers,purchase_to_travel,length_of_stay,flight_hour,flight_duration,clusters,cluster
19223,1,127,67,8,5.13,2,dark purple
19224,1,127,67,8,5.13,2,dark purple
19225,1,123,62,14,5.13,2,dark purple
19226,1,127,51,6,5.13,2,dark purple
19227,1,119,61,11,5.13,2,dark purple
19228,1,39,44,22,5.0,0,pink
19229,1,54,37,9,5.0,0,pink
19230,2,81,39,11,5.0,0,pink
19231,2,22,30,7,5.0,0,pink
19232,1,20,28,16,5.0,0,pink
19233,1,5,2,9,8.83,0,pink
19234,1,21,2,16,4.72,0,pink
19235,1,46,2,13,4.72,0,pink
19236,3,45,2,14,5.07,0,pink
19237,1,20,2,12,5.07,0,pink
19238,1,51,2,13,5.07,0,pink
19239,3,46,2,22,6.42,0,pink
19240,2,16,2,17,5.33,0,pink
19241,2,0,2,4,5.33,0,pink
19242,8,10,2,12,5.33,0,pink
19243,8,2,2,14,5.33,0,pink
19244,1,6,2,9,5.0,0,pink
19245,2,66,2,6,5.33,0,pink
19246,6,4,2,3,8.83,0,pink
19247,1,18,2,16,8.83,0,pink
19248,3,5,2,4,6.42,0,pink
19249,1,29,2,11,5.33,0,pink
19250,1,37,2,2,5.33,0,pink
19251,1,4,2,0,5.33,0,pink
19252,1,2,2,16,5.0,0,pink
19253,1,4,2,0,5.33,0,pink
19254,1,5,2,4,5.33,0,pink
19255,1,15,3,3,4.72,0,pink
19256,1,35,3,15,6.42,0,pink
19257,3,7,3,9,5.07,0,pink
19258,1,10,3,4,5.07,0,pink
19259,1,27,3,13,6.42,0,pink
19260,1,10,3,7,5.33,0,pink
19261,1,171,3,4,5.33,2,dark purple
19262,1,1,3,13,5.33,0,pink
19263,1,1,3,15,5.33,0,pink
19264,1,1,3,15,5.33,0,pink
19265,1,50,3,3,5.33,0,pink
19266,1,8,3,10,5.33,0,pink
19267,1,78,3,17,5.33,0,pink
19268,1,1,3,9,5.0,0,pink
19269,2,25,3,2,5.33,0,pink
19270,1,258,3,6,5.07,1,purple
19271,2,31,3,6,4.72,0,pink
19272,1,15,3,7,4.72,0,pink
19273,3,156,3,14,4.72,2,dark purple
19274,1,91,3,8,4.72,2,dark purple
19275,1,132,3,13,4.72,2,dark purple
19276,2,105,3,11,8.58,2,dark purple
19277,1,23,3,12,6.42,0,pink
19278,2,84,3,12,5.07,2,dark purple
19279,1,27,3,9,5.07,0,pink
19280,3,83,3,9,7.0,0,pink
19281,1,84,3,17,6.42,2,dark purple
19282,1,57,3,5,6.42,0,pink
19283,1,204,3,13,6.42,2,dark purple
19284,1,100,3,16,5.33,2,dark purple
19285,1,61,3,14,5.33,0,pink
19286,2,46,3,6,5.33,0,pink
19287,2,84,3,5,5.33,2,dark purple
19288,5,295,3,14,5.33,1,purple
19289,3,7,3,7,5.33,0,pink
19290,2,63,3,5,5.33,0,pink
19291,1,181,3,13,5.33,2,dark purple
19292,1,29,3,22,5.33,0,pink
19293,2,126,3,14,5.13,2,dark purple
19294,1,1,3,5,5.07,0,pink
19295,2,96,3,7,5.07,2,dark purple
19296,1,62,3,4,5.07,0,pink
19297,1,7,3,11,8.15,0,pink
19298,1,2,3,5,8.83,0,pink
19299,1,16,3,1,8.58,0,pink
19300,1,186,3,11,6.42,2,dark purple
19301,1,241,3,2,5.33,1,purple
19302,2,18,3,6,8.58,0,pink
19303,1,4,3,14,5.33,0,pink
19304,2,5,3,17,5.33,0,pink
19305,1,162,3,16,5.33,2,dark purple
19306,1,55,3,1,5.33,0,pink
19307,1,15,3,8,6.42,0,pink
19308,2,83,3,5,6.42,0,pink
19309,1,23,3,7,5.33,0,pink
19310,1,49,3,4,8.83,0,pink
19311,1,31,3,8,8.83,0,pink
19312,1,240,3,1,8.83,1,purple
19313,1,232,3,1,8.83,1,purple
19314,1,13,3,4,6.42,0,pink
19315,2,15,3,18,6.42,0,pink
19316,2,41,3,15,6.42,0,pink
19317,1,40,3,2,6.42,0,pink
19318,1,25,3,2,6.42,0,pink
19319,1,40,3,2,6.42,0,pink
19320,1,58,3,2,6.42,0,pink
19321,1,6,3,9,5.33,0,pink
19322,1,127,3,8,5.33,2,dark purple
19323,1,35,3,4,5.33,0,pink
19324,1,5,3,11,5.33,0,pink
19325,1,159,3,7,5.33,2,dark purple
19326,1,3,3,5,5.33,0,pink
19327,1,6,3,5,5.62,0,pink
19328,2,18,3,3,5.62,0,pink
19329,1,11,3,5,5.33,0,pink
19330,1,82,3,12,5.33,0,pink
19331,1,20,3,5,5.13,0,pink
19332,1,28,4,8,4.72,0,pink
19333,6,60,4,17,4.72,0,pink
19334,2,176,4,7,4.72,2,dark purple
19335,1,24,4,4,4.72,0,pink
19336,4,375,4,10,4.72,1,purple
19337,1,6,4,12,4.72,0,pink
19338,1,67,4,13,6.42,0,pink
19339,2,67,4,13,6.42,0,pink
19340,2,14,4,14,5.33,0,pink
19341,2,159,4,15,5.0,2,dark purple
19342,2,76,4,5,5.0,0,pink
19343,2,159,4,15,5.0,2,dark purple
19344,1,19,4,3,8.58,0,pink
19345,1,74,4,7,8.58,0,pink
19346,3,14,4,4,4.72,0,pink
19347,1,24,4,14,6.42,0,pink
19348,2,60,4,16,5.33,0,pink
19349,1,63,4,8,5.33,0,pink
19350,1,20,4,4,5.33,0,pink
19351,1,47,4,2,5.33,0,pink
19352,2,4,4,9,5.33,0,pink
19353,1,43,4,2,5.33,0,pink
19354,3,8,4,14,5.33,0,pink
19355,1,396,4,2,5.33,1,purple
19356,1,7,4,12,5.33,0,pink
19357,1,231,4,14,4.83,1,purple
19358,1,58,4,3,4.83,0,pink
19359,4,265,4,17,5.07,1,purple
19360,2,92,4,15,5.07,2,dark purple
19361,1,0,4,6,6.42,0,pink
19362,1,5,4,3,5.33,0,pink
19363,1,10,4,5,5.07,0,pink
19364,1,68,4,10,4.72,0,pink
19365,2,92,4,14,4.72,2,dark purple
19366,9,25,4,11,4.72,0,pink
19367,2,73,4,15,4.72,0,pink
19368,2,3,4,2,4.72,0,pink
19369,2,74,4,8,4.72,0,pink
19370,2,98,4,10,4.72,2,dark purple
19371,1,68,4,6,4.72,0,pink
19372,2,96,4,5,4.72,2,dark purple
19373,1,355,4,6,4.72,1,purple
19374,4,235,4,6,4.72,1,purple
19375,1,114,4,13,4.72,2,dark purple
19376,2,6,4,15,4.72,0,pink
19377,1,355,4,5,4.72,1,purple
19378,2,9,4,17,4.72,0,pink
19379,2,8,4,8,4.72,0,pink
19380,2,114,4,9,4.72,2,dark purple
19381,2,14,4,16,4.72,0,pink
19382,2,5,4,6,4.72,0,pink
19383,1,51,4,5,4.72,0,pink
19384,4,49,4,10,4.72,0,pink
19385,2,120,4,14,4.72,2,dark purple
19386,2,76,4,16,4.72,0,pink
19387,1,32,4,15,4.72,0,pink
19388,1,22,4,11,4.72,0,pink
19389,1,12,4,13,4.72,0,pink
19390,2,391,4,0,4.72,1,purple
19391,1,204,4,10,4.72,2,dark purple
19392,1,29,4,11,4.72,0,pink
19393,1,20,4,1,4.72,0,pink
19394,1,6,4,13,4.72,0,pink
19395,1,26,4,7,4.72,0,pink
19396,4,48,4,9,4.72,0,pink
19397,1,294,4,4,4.72,1,purple
19398,1,294,4,4,4.72,1,purple
19399,4,17,4,3,4.72,0,pink
19400,1,23,4,5,8.83,0,pink
19401,1,11,4,13,6.42,0,pink
19402,1,31,4,18,6.42,0,pink
19403,2,4,4,7,6.42,0,pink
19404,1,235,4,17,5.33,1,purple
19405,7,276,4,2,5.07,1,purple
19406,2,48,4,6,5.07,0,pink
19407,2,67,4,14,5.07,0,pink
19408,2,90,4,13,5.07,2,dark purple
19409,3,228,4,0,5.07,1,purple
19410,3,79,4,15,5.07,0,pink
19411,1,176,4,6,7.0,2,dark purple
19412,1,47,4,8,6.42,0,pink
19413,1,89,4,9,6.42,2,dark purple
19414,2,55,4,12,6.42,0,pink
19415,2,19,4,13,6.42,0,pink
19416,1,24,4,13,6.42,0,pink
19417,1,114,4,2,6.42,2,dark purple
19418,1,6,4,3,6.42,0,pink
19419,2,89,4,10,6.42,2,dark purple
19420,2,82,4,2,6.42,0,pink
19421,2,92,4,12,6.42,2,dark purple
19422,2,52,4,14,6.42,0,pink
19423,1,49,4,8,6.42,0,pink
19424,1,70,4,5,6.42,0,pink
19425,4,62,4,5,6.42,0,pink
19426,4,169,4,14,6.42,2,dark purple
19427,1,237,4,13,6.42,1,purple
19428,1,37,4,3,6.42,0,pink
19429,2,127,4,10,6.42,2,dark purple
19430,1,89,4,15,5.33,2,dark purple
19431,4,142,4,8,5.33,2,dark purple
19432,3,68,4,14,5.33,0,pink
19433,2,66,4,2,5.33,0,pink
19434,1,69,4,7,5.33,0,pink
19435,5,46,4,23,5.33,0,pink
19436,2,56,4,8,5.33,0,pink
19437,6,49,4,3,5.33,0,pink
19438,1,83,4,6,5.33,0,pink
19439,2,140,4,3,5.33,2,dark purple
19440,1,83,4,3,5.33,0,pink
19441,1,92,4,2,5.33,2,dark purple
19442,2,81,4,9,5.33,0,pink
19443,3,97,4,10,5.33,2,dark purple
19444,1,22,4,2,5.33,0,pink
19445,4,97,4,14,5.33,2,dark purple
19446,2,50,4,10,5.33,0,pink
19447,2,281,4,3,5.33,1,purple
19448,2,103,4,13,5.33,2,dark purple
19449,2,63,4,14,5.33,0,pink
19450,1,22,4,3,5.33,0,pink
19451,1,56,4,10,5.33,0,pink
19452,1,81,4,3,5.33,0,pink
19453,1,46,4,10,5.33,0,pink
19454,2,281,4,3,5.33,1,purple
19455,2,64,4,6,5.33,0,pink
19456,2,93,4,8,5.33,2,dark purple
19457,3,68,4,14,5.33,0,pink
19458,5,76,4,23,5.33,0,pink
19459,2,140,4,3,5.33,2,dark purple
19460,1,67,4,16,5.33,0,pink
19461,1,281,4,3,5.33,1,purple
19462,2,53,4,6,5.33,0,pink
19463,1,81,4,2,5.33,0,pink
19464,2,66,4,1,5.33,0,pink
19465,3,127,4,4,5.33,2,dark purple
19466,2,39,4,13,5.33,0,pink
19467,1,83,4,6,5.33,0,pink
19468,1,40,4,16,5.33,0,pink
19469,2,94,4,9,5.13,2,dark purple
19470,2,31,4,12,5.0,0,pink
19471,2,43,4,15,5.0,0,pink
19472,1,66,4,12,5.0,0,pink
19473,2,74,4,6,5.0,0,pink
19474,6,95,4,10,5.0,2,dark purple
19475,1,202,4,11,5.0,2,dark purple
19476,1,83,4,9,5.0,0,pink
19477,1,23,4,4,6.42,0,pink
19478,1,5,4,6,5.0,0,pink
19479,1,4,4,3,5.0,0,pink
19480,9,7,4,17,5.0,0,pink
19481,2,16,4,4,5.07,0,pink
19482,2,132,4,1,5.07,2,dark purple
19483,1,25,4,4,5.07,0,pink
19484,2,126,4,11,5.07,2,dark purple
19485,3,85,4,3,5.07,2,dark purple
19486,2,233,4,12,5.07,1,purple
19487,9,242,4,9,5.07,1,purple
19488,1,210,4,5,5.07,2,dark purple
19489,1,56,4,7,5.07,0,pink
19490,1,63,4,11,8.58,0,pink
19491,2,6,4,19,8.58,0,pink
19492,3,37,4,7,8.58,0,pink
19493,1,57,4,2,5.07,0,pink
19494,1,56,4,11,5.07,0,pink
19495,1,13,4,10,5.07,0,pink
19496,1,255,4,13,5.62,1,purple
19497,2,189,4,3,6.62,2,dark purple
19498,1,64,4,6,6.42,0,pink
19499,2,34,4,1,6.42,0,pink
19500,1,21,4,7,6.42,0,pink
19501,2,251,4,2,6.42,1,purple
19502,1,64,4,6,6.42,0,pink
19503,2,50,4,4,6.42,0,pink
19504,3,19,4,6,6.42,0,pink
19505,1,15,4,11,6.42,0,pink
19506,2,46,4,12,6.42,0,pink
19507,4,263,4,17,6.42,1,purple
19508,2,71,4,3,6.42,0,pink
19509,2,55,4,6,6.42,0,pink
19510,2,97,4,9,6.42,2,dark purple
19511,1,9,4,4,6.42,0,pink
19512,3,43,4,10,6.42,0,pink
19513,3,27,4,11,6.42,0,pink
19514,5,102,4,11,5.33,2,dark purple
19515,3,41,4,7,5.33,0,pink
19516,5,102,4,11,5.33,2,dark purple
19517,1,44,4,15,5.33,0,pink
19518,4,40,4,11,5.13,0,pink
19519,1,72,4,5,5.13,0,pink
19520,4,228,4,6,6.42,1,purple
19521,1,3,4,9,6.42,0,pink
19522,1,6,4,12,5.33,0,pink
19523,2,4,4,5,5.33,0,pink
19524,3,38,4,2,6.42,0,pink
19525,3,54,4,14,6.42,0,pink
19526,2,16,4,12,6.42,0,pink
19527,2,19,4,16,6.42,0,pink
19528,1,306,4,16,6.42,1,purple
19529,1,46,4,3,6.42,0,pink
19530,9,54,4,11,6.42,0,pink
19531,3,19,4,7,6.42,0,pink
19532,5,46,4,7,5.33,0,pink
19533,5,46,4,7,5.33,0,pink
19534,2,11,4,6,5.33,0,pink
19535,1,27,4,9,5.33,0,pink
19536,2,0,4,6,5.33,0,pink
19537,1,3,4,2,5.33,0,pink
19538,2,2,4,3,5.0,0,pink
19539,1,10,4,13,5.33,0,pink
19540,1,5,4,4,5.13,0,pink
19541,1,28,4,7,6.42,0,pink
19542,3,14,4,15,6.42,0,pink
19543,1,20,4,11,5.33,0,pink
19544,1,28,4,4,5.33,0,pink
19545,1,21,4,9,5.33,0,pink
19546,4,21,4,15,5.33,0,pink
19547,1,105,4,11,5.33,2,dark purple
19548,1,64,4,15,5.33,0,pink
19549,1,48,4,11,7.42,0,pink
19550,1,48,4,11,7.42,0,pink
19551,1,60,4,4,8.83,0,pink
19552,2,45,4,15,6.42,0,pink
19553,1,59,4,14,6.42,0,pink
19554,1,91,4,0,6.42,2,dark purple
19555,2,45,4,15,6.42,0,pink
19556,1,10,4,8,6.42,0,pink
19557,1,3,4,8,6.42,0,pink
19558,2,45,4,15,6.42,0,pink
19559,1,11,4,10,6.42,0,pink
19560,2,29,4,6,6.42,0,pink
19561,1,26,4,3,6.42,0,pink
19562,1,47,4,4,6.42,0,pink
19563,3,27,4,4,6.42,0,pink
19564,2,55,4,3,6.42,0,pink
19565,1,69,4,12,6.42,0,pink
19566,1,20,4,11,6.42,0,pink
19567,2,76,4,4,6.42,0,pink
19568,1,1,4,4,6.42,0,pink
19569,1,20,4,4,8.58,0,pink
19570,2,179,4,12,6.42,2,dark purple
19571,1,56,4,17,6.42,0,pink
19572,1,192,4,9,6.42,2,dark purple
19573,1,179,4,11,6.42,2,dark purple
19574,2,351,4,11,6.42,1,purple
19575,1,15,4,5,6.42,0,pink
19576,1,27,4,10,6.42,0,pink
19577,1,91,4,18,6.42,2,dark purple
19578,1,97,4,5,5.33,2,dark purple
19579,1,184,4,7,5.33,2,dark purple
19580,2,8,4,18,5.33,0,pink
19581,2,23,4,16,5.33,0,pink
19582,1,220,4,14,5.33,1,purple
19583,1,29,4,18,5.33,0,pink
19584,1,8,4,23,5.33,0,pink
19585,4,26,4,15,5.33,0,pink
19586,1,2,4,8,5.33,0,pink
19587,1,31,4,3,5.33,0,pink
19588,1,51,4,3,5.33,0,pink
19589,1,20,4,13,5.33,0,pink
19590,1,196,4,7,5.33,2,dark purple
19591,1,0,4,5,5.33,0,pink
19592,3,56,4,9,5.33,0,pink
19593,1,4,4,7,5.33,0,pink
19594,1,18,4,13,5.33,0,pink
19595,3,31,4,2,5.33,0,pink
19596,3,44,4,4,5.33,0,pink
19597,1,31,4,16,5.33,0,pink
19598,2,29,4,0,5.33,0,pink
19599,3,119,4,1,4.67,2,dark purple
19600,1,130,4,15,5.62,2,dark purple
19601,2,70,4,7,5.33,0,pink
19602,6,45,4,15,5.33,0,pink
19603,2,25,4,15,5.33,0,pink
19604,4,56,4,5,5.33,0,pink
19605,2,105,4,8,5.33,2,dark purple
19606,1,353,4,22,5.33,1,purple
19607,4,45,4,14,5.33,0,pink
19608,1,5,4,9,5.33,0,pink
19609,2,146,4,1,5.33,2,dark purple
19610,3,146,4,1,5.33,2,dark purple
19611,1,42,4,3,5.33,0,pink
19612,2,220,4,14,5.33,1,purple
19613,3,146,4,0,5.33,2,dark purple
19614,2,42,4,4,5.33,0,pink
19615,2,11,4,4,5.33,0,pink
19616,1,18,4,11,5.33,0,pink
19617,2,13,4,5,5.33,0,pink
19618,2,29,4,11,5.33,0,pink
19619,2,114,4,9,5.33,2,dark purple
19620,2,140,4,8,5.33,2,dark purple
19621,4,112,4,7,5.33,2,dark purple
19622,1,44,4,13,5.33,0,pink
19623,1,43,4,9,5.33,0,pink
19624,2,192,4,13,5.33,2,dark purple
19625,2,67,4,8,5.33,0,pink
19626,1,32,4,8,5.13,0,pink
19627,5,38,4,18,5.13,0,pink
19628,2,44,4,8,5.13,0,pink
19629,2,175,4,13,5.0,2,dark purple
19630,1,48,5,5,4.83,0,pink
19631,1,4,5,6,4.83,0,pink
19632,2,96,5,5,4.72,2,dark purple
19633,6,33,5,9,4.72,0,pink
19634,2,113,5,16,4.72,2,dark purple
19635,2,51,5,10,6.42,0,pink
19636,3,31,5,11,6.42,0,pink
19637,8,129,5,2,6.42,2,dark purple
19638,1,53,5,6,6.42,0,pink
19639,1,29,5,13,6.42,0,pink
19640,1,41,5,3,6.42,0,pink
19641,2,129,5,3,6.42,2,dark purple
19642,4,252,5,6,6.42,1,purple
19643,1,41,5,2,6.42,0,pink
19644,3,46,5,11,6.42,0,pink
19645,2,85,5,13,6.42,2,dark purple
19646,2,44,5,16,6.42,0,pink
19647,6,20,5,6,6.42,0,pink
19648,1,41,5,2,6.42,0,pink
19649,1,41,5,2,6.42,0,pink
19650,1,34,5,10,6.42,0,pink
19651,1,26,5,16,6.42,0,pink
19652,4,23,5,11,6.42,0,pink
19653,1,41,5,1,6.42,0,pink
19654,8,20,5,6,6.42,0,pink
19655,2,28,5,13,6.42,0,pink
19656,2,495,5,3,6.42,1,purple
19657,3,21,5,11,6.42,0,pink
19658,2,287,5,8,6.42,1,purple
19659,3,109,5,6,6.42,2,dark purple
19660,1,85,5,7,6.42,2,dark purple
19661,2,10,5,14,6.42,0,pink
19662,2,43,5,5,6.42,0,pink
19663,8,15,5,2,6.42,0,pink
19664,2,38,5,15,6.42,0,pink
19665,6,22,5,10,6.42,0,pink
19666,1,84,5,8,6.42,2,dark purple
19667,4,35,5,4,5.33,0,pink
19668,1,19,5,6,5.33,0,pink
19669,6,136,5,9,5.33,2,dark purple
19670,9,42,5,2,5.33,0,pink
19671,2,47,5,20,5.33,0,pink
19672,8,53,5,9,5.33,0,pink
19673,3,48,5,7,5.33,0,pink
19674,3,254,5,15,5.0,1,purple
19675,2,20,5,15,5.0,0,pink
19676,1,161,5,4,5.07,2,dark purple
19677,2,82,5,9,5.13,0,pink
19678,3,24,5,3,7.42,0,pink
19679,1,67,5,3,7.42,0,pink
19680,1,4,5,10,4.83,0,pink
19681,1,9,5,8,6.42,0,pink
19682,1,155,5,6,6.42,2,dark purple
19683,1,11,5,5,5.33,0,pink
19684,1,64,5,19,5.33,0,pink
19685,1,9,5,6,5.33,0,pink
19686,1,29,5,12,5.33,0,pink
19687,2,52,5,10,5.33,0,pink
19688,1,6,5,6,5.0,0,pink
19689,1,6,5,11,5.0,0,pink
19690,1,70,5,15,4.83,0,pink
19691,1,272,5,16,4.83,1,purple
19692,2,38,5,6,4.83,0,pink
19693,2,442,5,6,4.83,1,purple
19694,2,1,5,18,4.83,0,pink
19695,2,97,5,17,4.83,2,dark purple
19696,2,59,5,11,4.83,0,pink
19697,1,31,5,8,4.83,0,pink
19698,2,38,5,3,4.83,0,pink
19699,4,128,5,4,4.83,2,dark purple
19700,6,47,5,23,4.83,0,pink
19701,4,15,5,6,4.83,0,pink
19702,4,74,5,3,4.83,0,pink
19703,5,128,5,16,4.83,2,dark purple
19704,3,146,5,15,4.83,2,dark purple
19705,4,15,5,5,4.83,0,pink
19706,2,116,5,4,4.83,2,dark purple
19707,1,25,5,17,6.42,0,pink
19708,1,8,5,2,6.42,0,pink
19709,1,2,5,4,5.33,0,pink
19710,2,302,5,14,6.42,1,purple
19711,2,21,5,10,6.42,0,pink
19712,1,174,5,4,6.42,2,dark purple
19713,2,181,5,3,5.33,2,dark purple
19714,2,147,5,7,5.33,2,dark purple
19715,8,257,5,16,4.72,1,purple
19716,3,267,5,16,4.72,1,purple
19717,2,117,5,9,4.72,2,dark purple
19718,2,58,5,11,4.72,0,pink
19719,3,41,5,3,4.72,0,pink
19720,2,40,5,9,4.72,0,pink
19721,1,165,5,3,4.72,2,dark purple
19722,1,209,5,2,4.72,2,dark purple
19723,1,53,5,11,4.72,0,pink
19724,2,66,5,3,4.72,0,pink
19725,4,74,5,8,4.72,0,pink
19726,2,148,5,16,4.72,2,dark purple
19727,4,95,5,6,4.72,2,dark purple
19728,3,30,5,7,4.72,0,pink
19729,2,54,5,16,4.72,0,pink
19730,2,82,5,11,4.72,0,pink
19731,1,209,5,2,4.72,2,dark purple
19732,4,165,5,2,4.72,2,dark purple
19733,1,46,5,4,4.72,0,pink
19734,2,95,5,5,4.72,2,dark purple
19735,1,12,5,6,4.72,0,pink
19736,4,110,5,14,4.72,2,dark purple
19737,2,43,5,7,4.72,0,pink
19738,3,30,5,10,4.72,0,pink
19739,2,8,5,4,4.72,0,pink
19740,6,8,5,15,4.72,0,pink
19741,2,24,5,19,4.72,0,pink
19742,5,23,5,0,4.72,0,pink
19743,2,42,5,10,4.72,0,pink
19744,2,86,5,15,4.72,2,dark purple
19745,4,11,5,9,4.72,0,pink
19746,5,17,5,13,4.72,0,pink
19747,2,44,5,5,4.72,0,pink
19748,4,229,5,8,4.72,1,purple
19749,4,189,5,3,4.72,2,dark purple
19750,4,31,5,8,4.72,0,pink
19751,2,68,5,13,4.72,0,pink
19752,1,111,5,6,4.72,2,dark purple
19753,3,111,5,13,4.72,2,dark purple
19754,7,14,5,8,4.72,0,pink
19755,1,6,5,8,4.72,0,pink
19756,2,93,5,14,4.72,2,dark purple
19757,4,48,5,8,4.72,0,pink
19758,2,148,5,13,4.72,2,dark purple
19759,8,25,5,12,4.72,0,pink
19760,2,13,5,14,4.72,0,pink
19761,2,329,5,16,4.72,1,purple
19762,1,29,5,12,8.83,0,pink
19763,1,3,5,2,4.72,0,pink
19764,1,4,5,7,4.72,0,pink
19765,1,22,5,8,4.72,0,pink
19766,3,18,5,4,4.72,0,pink
19767,2,31,5,2,4.72,0,pink
19768,4,98,5,1,4.72,2,dark purple
19769,1,22,5,4,8.58,0,pink
19770,6,9,5,13,4.72,0,pink
19771,1,40,5,13,4.72,0,pink
19772,4,44,5,8,4.72,0,pink
19773,2,43,5,13,4.72,0,pink
19774,2,44,5,8,4.72,0,pink
19775,2,44,5,8,4.72,0,pink
19776,3,29,5,11,4.72,0,pink
19777,2,44,5,8,4.72,0,pink
19778,1,34,5,2,4.72,0,pink
19779,2,20,5,10,4.72,0,pink
19780,6,44,5,13,4.72,0,pink
19781,4,44,5,8,4.72,0,pink
19782,6,44,5,13,4.72,0,pink
19783,3,13,5,4,4.72,0,pink
19784,2,40,5,16,4.72,0,pink
19785,2,21,5,7,4.72,0,pink
19786,1,18,5,13,4.72,0,pink
19787,2,41,5,7,4.72,0,pink
19788,1,12,5,3,4.72,0,pink
19789,1,18,5,11,4.72,0,pink
19790,6,72,5,15,4.72,0,pink
19791,2,66,5,9,4.72,0,pink
19792,2,72,5,15,4.72,0,pink
19793,1,80,5,7,4.72,0,pink
19794,2,11,5,5,4.72,0,pink
19795,3,33,5,0,4.72,0,pink
19796,2,72,5,15,4.72,0,pink
19797,1,220,5,2,5.07,1,purple
19798,2,220,5,2,5.07,1,purple
19799,1,131,5,12,6.42,2,dark purple
19800,2,74,5,3,6.42,0,pink
19801,1,44,5,12,6.42,0,pink
19802,1,21,5,2,6.42,0,pink
19803,1,63,5,13,6.42,0,pink
19804,2,26,5,4,6.42,0,pink
19805,3,20,5,7,6.42,0,pink
19806,1,174,5,15,6.42,2,dark purple
19807,3,30,5,16,6.42,0,pink
19808,1,125,5,17,6.42,2,dark purple
19809,6,9,5,2,6.42,0,pink
19810,4,225,5,4,6.42,1,purple
19811,1,32,5,10,6.42,0,pink
19812,2,44,5,5,6.42,0,pink
19813,3,30,5,16,6.42,0,pink
19814,1,15,5,8,6.42,0,pink
19815,2,125,5,15,5.07,2,dark purple
19816,2,26,5,11,5.07,0,pink
19817,2,44,5,7,5.07,0,pink
19818,2,9,5,4,5.07,0,pink
19819,2,57,5,11,5.07,0,pink
19820,2,25,5,9,5.07,0,pink
19821,4,177,5,7,5.07,2,dark purple
19822,1,32,5,5,6.62,0,pink
19823,1,42,5,4,6.62,0,pink
19824,4,308,5,15,6.62,1,purple
19825,5,82,5,6,6.42,0,pink
19826,2,106,5,15,6.42,2,dark purple
19827,2,113,5,7,6.42,2,dark purple
19828,2,17,5,3,6.42,0,pink
19829,1,197,5,15,6.42,2,dark purple
19830,2,204,5,15,6.42,2,dark purple
19831,4,49,5,3,6.42,0,pink
19832,1,113,5,9,6.42,2,dark purple
19833,5,92,5,9,6.42,2,dark purple
19834,1,113,5,8,6.42,2,dark purple
19835,3,78,5,11,6.42,0,pink
19836,2,59,5,1,6.42,0,pink
19837,1,46,5,4,6.42,0,pink
19838,1,35,5,2,6.42,0,pink
19839,2,54,5,4,6.42,0,pink
19840,3,72,5,16,6.42,0,pink
19841,1,38,5,17,6.42,0,pink
19842,1,200,5,13,6.42,2,dark purple
19843,3,128,5,15,6.42,2,dark purple
19844,2,12,5,10,6.42,0,pink
19845,3,96,5,7,6.42,2,dark purple
19846,3,78,5,0,6.42,0,pink
19847,7,75,5,11,6.42,0,pink
19848,5,168,5,11,6.42,2,dark purple
19849,2,50,5,6,6.42,0,pink
19850,2,49,5,8,6.42,0,pink
19851,1,71,5,14,6.42,0,pink
19852,3,22,5,6,6.42,0,pink
19853,1,66,5,12,6.42,0,pink
19854,1,2,5,4,6.42,0,pink
19855,2,82,5,16,6.42,0,pink
19856,1,34,5,3,6.42,0,pink
19857,2,75,5,16,6.42,0,pink
19858,2,84,5,14,6.42,2,dark purple
19859,1,52,5,13,6.42,0,pink
19860,1,6,5,22,6.42,0,pink
19861,2,122,5,5,6.42,2,dark purple
19862,7,75,5,11,6.42,0,pink
19863,2,84,5,12,6.42,2,dark purple
19864,2,82,5,7,6.42,0,pink
19865,2,176,5,2,6.42,2,dark purple
19866,1,160,5,2,6.42,2,dark purple
19867,2,122,5,0,6.42,2,dark purple
19868,3,49,5,10,6.42,0,pink
19869,2,38,5,6,6.42,0,pink
19870,1,173,5,13,6.42,2,dark purple
19871,1,60,5,13,6.42,0,pink
19872,7,75,5,11,6.42,0,pink
19873,2,51,5,13,6.42,0,pink
19874,2,31,5,3,6.42,0,pink
19875,1,224,5,7,5.33,1,purple
19876,1,107,5,12,5.33,2,dark purple
19877,4,164,5,8,5.33,2,dark purple
19878,1,205,5,15,5.33,2,dark purple
19879,3,71,5,2,5.33,0,pink
19880,2,194,5,15,5.33,2,dark purple
19881,2,139,5,12,5.33,2,dark purple
19882,2,30,5,8,5.33,0,pink
19883,2,169,5,9,5.33,2,dark purple
19884,2,139,5,3,5.33,2,dark purple
19885,3,47,5,9,5.33,0,pink
19886,2,286,5,4,5.33,1,purple
19887,1,122,5,15,5.33,2,dark purple
19888,1,139,5,12,5.33,2,dark purple
19889,1,14,5,9,5.33,0,pink
19890,3,107,5,12,5.33,2,dark purple
19891,2,19,5,5,5.33,0,pink
19892,3,104,5,7,5.33,2,dark purple
19893,8,138,5,7,5.33,2,dark purple
19894,6,51,5,4,5.33,0,pink
19895,1,363,5,3,5.33,1,purple
19896,2,128,5,1,5.33,2,dark purple
19897,7,84,5,12,5.33,2,dark purple
19898,4,403,5,23,5.33,1,purple
19899,8,70,5,3,5.33,0,pink
19900,3,225,5,13,5.33,1,purple
19901,1,56,5,8,5.33,0,pink
19902,3,225,5,13,5.33,1,purple
19903,3,52,5,14,5.33,0,pink
19904,1,130,5,7,5.33,2,dark purple
